A		SACRAMENTO
B		DEER_CR_NR_SMARTVILLE
C		FLOW-UNREG
E		
F		ALT-AUGMENTED-MERGED
Units		CFS
Type		PER-AVER
30916	24May1976	0.0
30917	25May1976	0.0
30918	26May1976	0.0
30919	27May1976	0.0
30920	28May1976	0.0
30921	29May1976	0.0
30922	30May1976	0.0
30923	31May1976	0.0
30924	01Jun1976	0.0
30925	02Jun1976	0.0
30926	03Jun1976	0.0
30927	04Jun1976	0.0
30928	05Jun1976	0.0
30929	06Jun1976	0.0
30930	07Jun1976	0.0
30931	08Jun1976	0.0
30932	09Jun1976	0.0
30933	10Jun1976	0.0
30934	11Jun1976	0.0
30935	12Jun1976	0.0
30936	13Jun1976	0.0
30937	14Jun1976	2.0
30938	15Jun1976	0.0
30939	16Jun1976	0.0
30940	17Jun1976	0.0
30941	18Jun1976	0.0
30942	19Jun1976	0.0
30943	20Jun1976	0.0
30944	21Jun1976	0.0
30945	22Jun1976	0.0
30946	23Jun1976	0.0
30947	24Jun1976	0.0
30948	25Jun1976	0.0
30949	26Jun1976	0.0
30950	27Jun1976	0.0
30951	28Jun1976	0.0
30952	29Jun1976	0.0
30953	30Jun1976	0.0
30954	01Jul1976	0.0
30955	02Jul1976	0.0
30956	03Jul1976	0.0
30957	04Jul1976	0.0
30958	05Jul1976	0.0
30959	06Jul1976	0.0
30960	07Jul1976	0.0
30961	08Jul1976	0.0
30962	09Jul1976	0.0
30963	10Jul1976	0.0
30964	11Jul1976	0.0
30965	12Jul1976	0.0
30966	13Jul1976	0.0
30967	14Jul1976	0.0
30968	15Jul1976	0.0
30969	16Jul1976	0.0
30970	17Jul1976	0.0
30971	18Jul1976	0.0
30972	19Jul1976	0.0
30973	20Jul1976	0.0
30974	21Jul1976	0.0
30975	22Jul1976	0.0
30976	23Jul1976	0.0
30977	24Jul1976	0.0
30978	25Jul1976	0.0
30979	26Jul1976	0.0
30980	27Jul1976	0.0
30981	28Jul1976	0.0
30982	29Jul1976	0.0
30983	30Jul1976	0.0
30984	31Jul1976	0.0
30985	01Aug1976	0.0
30986	02Aug1976	0.0
30987	03Aug1976	0.0
30988	04Aug1976	0.0
30989	05Aug1976	0.0
30990	06Aug1976	0.0
30991	07Aug1976	0.0
30992	08Aug1976	0.0
30993	09Aug1976	0.0
30994	10Aug1976	0.0
30995	11Aug1976	0.0
30996	12Aug1976	0.0
30997	13Aug1976	0.0
30998	14Aug1976	0.0
30999	15Aug1976	5.0
31000	16Aug1976	0.0
31001	17Aug1976	0.0
31002	18Aug1976	0.0
31003	19Aug1976	0.0
31004	20Aug1976	0.0
31005	21Aug1976	0.0
31006	22Aug1976	0.0
31007	23Aug1976	0.0
31008	24Aug1976	2.0
31009	25Aug1976	0.0
31010	26Aug1976	0.0
31011	27Aug1976	0.0
31012	28Aug1976	0.0
31013	29Aug1976	0.0
31014	30Aug1976	0.0
31015	31Aug1976	0.0
31016	01Sep1976	0.0
31017	02Sep1976	0.0
31018	03Sep1976	0.0
31019	04Sep1976	0.0
31020	05Sep1976	0.0
31021	06Sep1976	0.0
31022	07Sep1976	0.0
31023	08Sep1976	0.0
31024	09Sep1976	0.0
31025	10Sep1976	0.0
31026	11Sep1976	0.0
31027	12Sep1976	0.0
31028	13Sep1976	0.0
31029	14Sep1976	0.0
31030	15Sep1976	0.0
31031	16Sep1976	0.0
31032	17Sep1976	0.0
31033	18Sep1976	0.0
31034	19Sep1976	0.0
31035	20Sep1976	0.0
31036	21Sep1976	0.0
31037	22Sep1976	0.0
31038	23Sep1976	0.0
31039	24Sep1976	0.0
31040	25Sep1976	0.0
31041	26Sep1976	0.0
31042	27Sep1976	0.0
31043	28Sep1976	0.0
31044	29Sep1976	0.0
31045	30Sep1976	0.0
31046	01Oct1976	0.0
31047	02Oct1976	0.0
31048	03Oct1976	0.0
31049	04Oct1976	0.0
31050	05Oct1976	0.0
31051	06Oct1976	0.0
31052	07Oct1976	0.0
31053	08Oct1976	0.0
31054	09Oct1976	0.0
31055	10Oct1976	0.0
31056	11Oct1976	0.0
31057	12Oct1976	0.0
31058	13Oct1976	0.0
31059	14Oct1976	0.0
31060	15Oct1976	0.0
31061	16Oct1976	0.0
31062	17Oct1976	2.0
31063	18Oct1976	2.0
31064	19Oct1976	2.0
31065	20Oct1976	0.0
31066	21Oct1976	2.0
31067	22Oct1976	2.0
31068	23Oct1976	52.0
31069	24Oct1976	2.0
31070	25Oct1976	2.0
31071	26Oct1976	2.0
31072	27Oct1976	1.0
31073	28Oct1976	52.0
31074	29Oct1976	2.0
31075	30Oct1976	2.0
31076	31Oct1976	2.0
31077	01Nov1976	7.0
31078	02Nov1976	35.0
31079	03Nov1976	27.0
31080	04Nov1976	2.0
31081	05Nov1976	1.0
31082	06Nov1976	2.0
31083	07Nov1976	1.0
31084	08Nov1976	1.0
31085	09Nov1976	1.0
31086	10Nov1976	52.0
31087	11Nov1976	1.0
31088	12Nov1976	2.0
31089	13Nov1976	0.0
31090	14Nov1976	8.0
31091	15Nov1976	108.0
31092	16Nov1976	4.0
31093	17Nov1976	3.0
31094	18Nov1976	3.0
31095	19Nov1976	3.0
31096	20Nov1976	53.0
31097	21Nov1976	2.0
31098	22Nov1976	2.0
31099	23Nov1976	53.0
31100	24Nov1976	2.0
31101	25Nov1976	2.0
31102	26Nov1976	2.0
31103	27Nov1976	2.0
31104	28Nov1976	2.0
31105	29Nov1976	52.0
31106	30Nov1976	2.0
31107	01Dec1976	2.0
31108	02Dec1976	53.0
31109	03Dec1976	2.0
31110	04Dec1976	2.0
31111	05Dec1976	4.0
31112	06Dec1976	55.0
31113	07Dec1976	4.0
31114	08Dec1976	3.0
31115	09Dec1976	3.0
31116	10Dec1976	53.0
31117	11Dec1976	3.0
31118	12Dec1976	3.0
31119	13Dec1976	53.0
31120	14Dec1976	3.0
31121	15Dec1976	3.0
31122	16Dec1976	53.0
31123	17Dec1976	3.0
31124	18Dec1976	3.0
31125	19Dec1976	3.0
31126	20Dec1976	3.0
31127	21Dec1976	53.0
31128	22Dec1976	3.0
31129	23Dec1976	3.0
31130	24Dec1976	3.0
31131	25Dec1976	3.0
31132	26Dec1976	53.0
31133	27Dec1976	3.0
31134	28Dec1976	2.0
31135	29Dec1976	53.0
31136	30Dec1976	4.0
31137	31Dec1976	4.0
31138	01Jan1977	0.0
31139	02Jan1977	137.0
31140	03Jan1977	334.0
31141	04Jan1977	62.0
31142	05Jan1977	9.0
31143	06Jan1977	59.0
31144	07Jan1977	6.0
31145	08Jan1977	56.0
31146	09Jan1977	8.0
31147	10Jan1977	60.0
31148	11Jan1977	9.0
31149	12Jan1977	9.0
31150	13Jan1977	60.0
31151	14Jan1977	8.0
31152	15Jan1977	8.0
31153	16Jan1977	8.0
31154	17Jan1977	58.0
31155	18Jan1977	8.0
31156	19Jan1977	8.0
31157	20Jan1977	8.0
31158	21Jan1977	59.0
31159	22Jan1977	58.0
31160	23Jan1977	8.0
31161	24Jan1977	8.0
31162	25Jan1977	7.0
31163	26Jan1977	57.0
31164	27Jan1977	6.0
31165	28Jan1977	6.0
31166	29Jan1977	6.0
31167	30Jan1977	57.0
31168	31Jan1977	6.0
31169	01Feb1977	6.0
31170	02Feb1977	6.0
31171	03Feb1977	56.0
31172	04Feb1977	6.0
31173	05Feb1977	6.0
31174	06Feb1977	56.0
31175	07Feb1977	6.0
31176	08Feb1977	9.0
31177	09Feb1977	63.0
31178	10Feb1977	9.0
31179	11Feb1977	8.0
31180	12Feb1977	57.0
31181	13Feb1977	7.0
31182	14Feb1977	7.0
31183	15Feb1977	57.0
31184	16Feb1977	7.0
31185	17Feb1977	6.0
31186	18Feb1977	6.0
31187	19Feb1977	57.0
31188	20Feb1977	7.0
31189	21Feb1977	240.0
31190	22Feb1977	154.0
31191	23Feb1977	148.0
31192	24Feb1977	55.0
31193	25Feb1977	73.0
31194	26Feb1977	15.0
31195	27Feb1977	63.0
31196	28Feb1977	13.0
31197	01Mar1977	61.0
31198	02Mar1977	10.0
31199	03Mar1977	9.0
31200	04Mar1977	8.0
31201	05Mar1977	7.0
31202	06Mar1977	57.0
31203	07Mar1977	7.0
31204	08Mar1977	7.0
31205	09Mar1977	9.0
31206	10Mar1977	60.0
31207	11Mar1977	7.0
31208	12Mar1977	8.0
31209	13Mar1977	9.0
31210	14Mar1977	60.0
31211	15Mar1977	10.0
31212	16Mar1977	9.0
31213	17Mar1977	11.0
31214	18Mar1977	10.0
31215	19Mar1977	58.0
31216	20Mar1977	7.0
31217	21Mar1977	7.0
31218	22Mar1977	6.0
31219	23Mar1977	10.0
31220	24Mar1977	81.0
31221	25Mar1977	32.0
31222	26Mar1977	68.0
31223	27Mar1977	12.0
31224	28Mar1977	10.0
31225	29Mar1977	9.0
31226	30Mar1977	8.0
31227	31Mar1977	8.0
31228	01Apr1977	8.0
31229	02Apr1977	7.0
31230	03Apr1977	6.0
31231	04Apr1977	6.0
31232	05Apr1977	6.0
31233	06Apr1977	0.0
31234	07Apr1977	5.0
31235	08Apr1977	0.0
31236	09Apr1977	9.0
31237	10Apr1977	59.0
31238	11Apr1977	0.0
31239	12Apr1977	5.0
31240	13Apr1977	0.0
31241	14Apr1977	4.0
31242	15Apr1977	0.0
31243	16Apr1977	0.0
31244	17Apr1977	2.0
31245	18Apr1977	0.0
31246	19Apr1977	0.0
31247	20Apr1977	0.0
31248	21Apr1977	0.0
31249	22Apr1977	0.0
31250	23Apr1977	0.0
31251	24Apr1977	2.0
31252	25Apr1977	0.0
31253	26Apr1977	0.0
31254	27Apr1977	0.0
31255	28Apr1977	2.0
31256	29Apr1977	0.0
31257	30Apr1977	0.0
31258	01May1977	5.0
31259	02May1977	17.0
31260	03May1977	9.0
31261	04May1977	5.0
31262	05May1977	0.0
31263	06May1977	4.0
31264	07May1977	4.0
31265	08May1977	4.0
31266	09May1977	4.0
31267	10May1977	0.0
31268	11May1977	7.0
31269	12May1977	6.0
31270	13May1977	5.0
31271	14May1977	4.0
31272	15May1977	4.0
31273	16May1977	0.0
31274	17May1977	0.0
31275	18May1977	0.0
31276	19May1977	2.0
31277	20May1977	2.0
31278	21May1977	0.0
31279	22May1977	0.0
31280	23May1977	2.0
31281	24May1977	0.0
31282	25May1977	0.0
31283	26May1977	0.0
31284	27May1977	2.0
31285	28May1977	0.0
31286	29May1977	0.0
31287	30May1977	0.0
31288	31May1977	1.0
31289	01Jun1977	0.0
31290	02Jun1977	0.0
31291	03Jun1977	0.0
31292	04Jun1977	0.0
31293	05Jun1977	0.0
31294	06Jun1977	0.0
31295	07Jun1977	0.0
31296	08Jun1977	0.0
31297	09Jun1977	0.0
31298	10Jun1977	0.0
31299	11Jun1977	0.0
31300	12Jun1977	0.0
31301	13Jun1977	0.0
31302	14Jun1977	0.0
31303	15Jun1977	0.0
31304	16Jun1977	0.0
31305	17Jun1977	0.0
31306	18Jun1977	0.0
31307	19Jun1977	0.0
31308	20Jun1977	0.0
31309	21Jun1977	0.0
31310	22Jun1977	0.0
31311	23Jun1977	0.0
31312	24Jun1977	0.0
31313	25Jun1977	0.0
31314	26Jun1977	0.0
31315	27Jun1977	0.0
31316	28Jun1977	0.0
31317	29Jun1977	0.0
31318	30Jun1977	0.0
31319	01Jul1977	0.0
31320	02Jul1977	0.0
31321	03Jul1977	0.0
31322	04Jul1977	0.0
31323	05Jul1977	0.0
31324	06Jul1977	0.0
31325	07Jul1977	0.0
31326	08Jul1977	0.0
31327	09Jul1977	0.0
31328	10Jul1977	0.0
31329	11Jul1977	0.0
31330	12Jul1977	0.0
31331	13Jul1977	0.0
31332	14Jul1977	0.0
31333	15Jul1977	0.0
31334	16Jul1977	0.0
31335	17Jul1977	0.0
31336	18Jul1977	0.0
31337	19Jul1977	0.0
31338	20Jul1977	0.0
31339	21Jul1977	0.0
31340	22Jul1977	0.0
31341	23Jul1977	0.0
31342	24Jul1977	0.0
31343	25Jul1977	0.0
31344	26Jul1977	0.0
31345	27Jul1977	0.0
31346	28Jul1977	0.0
31347	29Jul1977	0.0
31348	30Jul1977	0.0
31349	31Jul1977	0.0
31350	01Aug1977	0.0
31351	02Aug1977	0.0
31352	03Aug1977	0.0
31353	04Aug1977	0.0
31354	05Aug1977	0.0
31355	06Aug1977	0.0
31356	07Aug1977	0.0
31357	08Aug1977	0.0
31358	09Aug1977	0.0
31359	10Aug1977	0.0
31360	11Aug1977	0.0
31361	12Aug1977	0.0
31362	13Aug1977	0.0
31363	14Aug1977	0.0
31364	15Aug1977	0.0
31365	16Aug1977	0.0
31366	17Aug1977	0.0
31367	18Aug1977	0.0
31368	19Aug1977	0.0
31369	20Aug1977	0.0
31370	21Aug1977	0.0
31371	22Aug1977	0.0
31372	23Aug1977	0.0
31373	24Aug1977	0.0
31374	25Aug1977	0.0
31375	26Aug1977	0.0
31376	27Aug1977	0.0
31377	28Aug1977	0.0
31378	29Aug1977	0.0
31379	30Aug1977	0.0
31380	31Aug1977	0.0
31381	01Sep1977	36.0
31382	02Sep1977	0.0
31383	03Sep1977	0.0
31384	04Sep1977	0.0
31385	05Sep1977	0.0
31386	06Sep1977	0.0
31387	07Sep1977	0.0
31388	08Sep1977	0.0
31389	09Sep1977	0.0
31390	10Sep1977	0.0
31391	11Sep1977	0.0
31392	12Sep1977	0.0
31393	13Sep1977	0.0
31394	14Sep1977	0.0
31395	15Sep1977	0.0
31396	16Sep1977	0.0
31397	17Sep1977	0.0
31398	18Sep1977	0.0
31399	19Sep1977	0.0
31400	20Sep1977	0.0
31401	21Sep1977	0.0
31402	22Sep1977	0.0
31403	23Sep1977	0.0
31404	24Sep1977	0.0
31405	25Sep1977	0.0
31406	26Sep1977	0.0
31407	27Sep1977	0.0
31408	28Sep1977	0.0
31409	29Sep1977	0.0
31410	30Sep1977	0.0
31411	01Oct1977	0.0
31412	02Oct1977	0.0
31413	03Oct1977	0.0
31414	04Oct1977	0.0
31415	05Oct1977	0.0
31416	06Oct1977	0.0
31417	07Oct1977	1.0
31418	08Oct1977	1.0
31419	09Oct1977	1.0
31420	10Oct1977	1.0
31421	11Oct1977	11.0
31422	12Oct1977	0.0
31423	13Oct1977	0.0
31424	14Oct1977	0.0
31425	15Oct1977	0.0
31426	16Oct1977	6.0
31427	17Oct1977	6.0
31428	18Oct1977	0.0
31429	19Oct1977	0.0
31430	20Oct1977	0.0
31431	21Oct1977	1.0
31432	22Oct1977	1.0
31433	23Oct1977	1.0
31434	24Oct1977	1.0
31435	25Oct1977	1.0
31436	26Oct1977	1.0
31437	27Oct1977	3.0
31438	28Oct1977	12.0
31439	29Oct1977	5.0
31440	30Oct1977	17.0
31441	31Oct1977	15.0
31442	01Nov1977	24.0
31443	02Nov1977	3.0
31444	03Nov1977	2.0
31445	04Nov1977	26.0
31446	05Nov1977	11.0
31447	06Nov1977	8.0
31448	07Nov1977	26.0
31449	08Nov1977	8.0
31450	09Nov1977	23.0
31451	10Nov1977	3.0
31452	11Nov1977	7.0
31453	12Nov1977	7.0
31454	13Nov1977	42.0
31455	14Nov1977	12.0
31456	15Nov1977	17.0
31457	16Nov1977	22.0
31458	17Nov1977	2.0
31459	18Nov1977	12.0
31460	19Nov1977	7.0
31461	20Nov1977	23.0
31462	21Nov1977	36.0
31463	22Nov1977	243.0
31464	23Nov1977	42.0
31465	24Nov1977	29.0
31466	25Nov1977	19.0
31467	26Nov1977	23.0
31468	27Nov1977	13.0
31469	28Nov1977	13.0
31470	29Nov1977	13.0
31471	30Nov1977	13.0
31472	01Dec1977	23.0
31473	02Dec1977	23.0
31474	03Dec1977	9.0
31475	04Dec1977	9.0
31476	05Dec1977	9.0
31477	06Dec1977	24.0
31478	07Dec1977	14.0
31479	08Dec1977	9.0
31480	09Dec1977	9.0
31481	10Dec1977	14.0
31482	11Dec1977	10.0
31483	12Dec1977	29.0
31484	13Dec1977	16.0
31485	14Dec1977	92.0
31486	15Dec1977	496.0
31487	16Dec1977	122.0
31488	17Dec1977	226.0
31489	18Dec1977	229.0
31490	19Dec1977	109.0
31491	20Dec1977	73.0
31492	21Dec1977	41.0
31493	22Dec1977	142.0
31494	23Dec1977	1272.0
31495	24Dec1977	212.0
31496	25Dec1977	52.0
31497	26Dec1977	154.0
31498	27Dec1977	284.0
31499	28Dec1977	441.0
31500	29Dec1977	698.0
31501	30Dec1977	431.0
31502	31Dec1977	255.0
31503	01Jan1978	174.0
31504	02Jan1978	140.0
31505	03Jan1978	206.0
31506	04Jan1978	432.0
31507	05Jan1978	3513.0
31508	06Jan1978	1784.0
31509	07Jan1978	646.0
31510	08Jan1978	399.0
31511	09Jan1978	929.0
31512	10Jan1978	650.0
31513	11Jan1978	410.0
31514	12Jan1978	308.0
31515	13Jan1978	669.0
31516	14Jan1978	2482.0
31517	15Jan1978	2415.0
31518	16Jan1978	2675.0
31519	17Jan1978	1897.0
31520	18Jan1978	1149.0
31521	19Jan1978	785.0
31522	20Jan1978	743.0
31523	21Jan1978	953.0
31524	22Jan1978	1602.0
31525	23Jan1978	1642.0
31526	24Jan1978	946.0
31527	25Jan1978	233.0
31528	26Jan1978	397.0
31529	27Jan1978	207.0
31530	28Jan1978	257.0
31531	29Jan1978	209.0
31532	30Jan1978	397.0
31533	31Jan1978	260.0
31534	01Feb1978	194.0
31535	02Feb1978	160.0
31536	03Feb1978	149.0
31537	04Feb1978	144.0
31538	05Feb1978	241.0
31539	06Feb1978	451.0
31540	07Feb1978	1312.0
31541	08Feb1978	990.0
31542	09Feb1978	906.0
31543	10Feb1978	554.0
31544	11Feb1978	499.0
31545	12Feb1978	554.0
31546	13Feb1978	840.0
31547	14Feb1978	623.0
31548	15Feb1978	542.0
31549	16Feb1978	463.0
31550	17Feb1978	315.0
31551	18Feb1978	288.0
31552	19Feb1978	324.0
31553	20Feb1978	210.0
31554	21Feb1978	249.0
31555	22Feb1978	241.0
31556	23Feb1978	233.0
31557	24Feb1978	179.0
31558	25Feb1978	223.0
31559	26Feb1978	169.0
31560	27Feb1978	167.0
31561	28Feb1978	161.0
31562	01Mar1978	212.0
31563	02Mar1978	727.0
31564	03Mar1978	1253.0
31565	04Mar1978	2134.0
31566	05Mar1978	2096.0
31567	06Mar1978	1158.0
31568	07Mar1978	859.0
31569	08Mar1978	653.0
31570	09Mar1978	645.0
31571	10Mar1978	528.0
31572	11Mar1978	441.0
31573	12Mar1978	401.0
31574	13Mar1978	359.0
31575	14Mar1978	336.0
31576	15Mar1978	322.0
31577	16Mar1978	261.0
31578	17Mar1978	203.0
31579	18Mar1978	244.0
31580	19Mar1978	234.0
31581	20Mar1978	181.0
31582	21Mar1978	137.0
31583	22Mar1978	230.0
31584	23Mar1978	243.0
31585	24Mar1978	252.0
31586	25Mar1978	223.0
31587	26Mar1978	193.0
31588	27Mar1978	182.0
31589	28Mar1978	155.0
31590	29Mar1978	148.0
31591	30Mar1978	145.0
31592	31Mar1978	211.0
31593	01Apr1978	278.0
31594	02Apr1978	73.0
31595	03Apr1978	431.0
31596	04Apr1978	341.0
31597	05Apr1978	255.0
31598	06Apr1978	749.0
31599	07Apr1978	405.0
31600	08Apr1978	272.0
31601	09Apr1978	231.0
31602	10Apr1978	204.0
31603	11Apr1978	191.0
31604	12Apr1978	178.0
31605	13Apr1978	168.0
31606	14Apr1978	156.0
31607	15Apr1978	261.0
31608	16Apr1978	502.0
31609	17Apr1978	323.0
31610	18Apr1978	247.0
31611	19Apr1978	220.0
31612	20Apr1978	245.0
31613	21Apr1978	233.0
31614	22Apr1978	212.0
31615	23Apr1978	203.0
31616	24Apr1978	198.0
31617	25Apr1978	1080.0
31618	26Apr1978	794.0
31619	27Apr1978	396.0
31620	28Apr1978	312.0
31621	29Apr1978	272.0
31622	30Apr1978	249.0
31623	01May1978	251.0
31624	02May1978	220.0
31625	03May1978	198.0
31626	04May1978	178.0
31627	05May1978	168.0
31628	06May1978	156.0
31629	07May1978	140.0
31630	08May1978	132.0
31631	09May1978	127.0
31632	10May1978	118.0
31633	11May1978	96.0
31634	12May1978	25.0
31635	13May1978	73.0
31636	14May1978	68.0
31637	15May1978	62.0
31638	16May1978	60.0
31639	17May1978	53.0
31640	18May1978	52.0
31641	19May1978	47.0
31642	20May1978	37.0
31643	21May1978	34.0
31644	22May1978	32.0
31645	23May1978	31.0
31646	24May1978	36.0
31647	25May1978	32.0
31648	26May1978	28.0
31649	27May1978	24.0
31650	28May1978	71.0
31651	29May1978	19.0
31652	30May1978	17.0
31653	31May1978	15.0
31654	01Jun1978	14.0
31655	02Jun1978	15.0
31656	03Jun1978	15.0
31657	04Jun1978	15.0
31658	05Jun1978	16.0
31659	06Jun1978	16.0
31660	07Jun1978	13.0
31661	08Jun1978	12.0
31662	09Jun1978	9.0
31663	10Jun1978	8.0
31664	11Jun1978	7.0
31665	12Jun1978	0.0
31666	13Jun1978	0.0
31667	14Jun1978	4.0
31668	15Jun1978	4.0
31669	16Jun1978	3.0
31670	17Jun1978	4.0
31671	18Jun1978	4.0
31672	19Jun1978	3.0
31673	20Jun1978	2.0
31674	21Jun1978	3.0
31675	22Jun1978	2.0
31676	23Jun1978	2.0
31677	24Jun1978	2.0
31678	25Jun1978	3.0
31679	26Jun1978	2.0
31680	27Jun1978	2.0
31681	28Jun1978	4.0
31682	29Jun1978	6.0
31683	30Jun1978	6.0
31684	01Jul1978	5.0
31685	02Jul1978	4.0
31686	03Jul1978	4.0
31687	04Jul1978	3.0
31688	05Jul1978	2.0
31689	06Jul1978	2.0
31690	07Jul1978	2.0
31691	08Jul1978	1.0
31692	09Jul1978	2.0
31693	10Jul1978	0.0
31694	11Jul1978	2.0
31695	12Jul1978	1.0
31696	13Jul1978	1.0
31697	14Jul1978	1.0
31698	15Jul1978	0.0
31699	16Jul1978	0.0
31700	17Jul1978	4.0
31701	18Jul1978	0.0
31702	19Jul1978	8.0
31703	20Jul1978	0.0
31704	21Jul1978	0.0
31705	22Jul1978	0.0
31706	23Jul1978	8.0
31707	24Jul1978	6.0
31708	25Jul1978	7.0
31709	26Jul1978	0.0
31710	27Jul1978	0.0
31711	28Jul1978	0.0
31712	29Jul1978	0.0
31713	30Jul1978	5.0
31714	31Jul1978	0.0
31715	01Aug1978	0.0
31716	02Aug1978	4.0
31717	03Aug1978	0.0
31718	04Aug1978	0.0
31719	05Aug1978	0.0
31720	06Aug1978	0.0
31721	07Aug1978	0.0
31722	08Aug1978	8.0
31723	09Aug1978	4.0
31724	10Aug1978	3.0
31725	11Aug1978	0.0
31726	12Aug1978	0.0
31727	13Aug1978	0.0
31728	14Aug1978	4.0
31729	15Aug1978	0.0
31730	16Aug1978	0.0
31731	17Aug1978	5.0
31732	18Aug1978	0.0
31733	19Aug1978	0.0
31734	20Aug1978	6.0
31735	21Aug1978	0.0
31736	22Aug1978	0.0
31737	23Aug1978	0.0
31738	24Aug1978	4.0
31739	25Aug1978	0.0
31740	26Aug1978	4.0
31741	27Aug1978	0.0
31742	28Aug1978	4.0
31743	29Aug1978	4.0
31744	30Aug1978	0.0
31745	31Aug1978	3.0
31746	01Sep1978	3.0
31747	02Sep1978	0.0
31748	03Sep1978	0.0
31749	04Sep1978	4.0
31750	05Sep1978	0.0
31751	06Sep1978	65.0
31752	07Sep1978	18.0
31753	08Sep1978	12.0
31754	09Sep1978	14.0
31755	10Sep1978	89.0
31756	11Sep1978	68.0
31757	12Sep1978	10.0
31758	13Sep1978	6.0
31759	14Sep1978	55.0
31760	15Sep1978	4.0
31761	16Sep1978	4.0
31762	17Sep1978	3.0
31763	18Sep1978	3.0
31764	19Sep1978	2.0
31765	20Sep1978	3.0
31766	21Sep1978	0.0
31767	22Sep1978	0.0
31768	23Sep1978	0.0
31769	24Sep1978	0.0
31770	25Sep1978	2.0
31771	26Sep1978	0.0
31772	27Sep1978	0.0
31773	28Sep1978	0.0
31774	29Sep1978	0.0
31775	30Sep1978	0.0
31776	01Oct1978	0.0
31777	02Oct1978	0.0
31778	03Oct1978	0.0
31779	04Oct1978	0.0
31780	05Oct1978	0.0
31781	06Oct1978	0.0
31782	07Oct1978	0.0
31783	08Oct1978	0.0
31784	09Oct1978	0.0
31785	10Oct1978	0.0
31786	11Oct1978	93.0
31787	12Oct1978	36.0
31788	13Oct1978	0.0
31789	14Oct1978	0.0
31790	15Oct1978	0.0
31791	16Oct1978	0.0
31792	17Oct1978	0.0
31793	18Oct1978	0.0
31794	19Oct1978	0.0
31795	20Oct1978	0.0
31796	21Oct1978	3.0
31797	22Oct1978	0.0
31798	23Oct1978	0.0
31799	24Oct1978	0.0
31800	25Oct1978	3.0
31801	26Oct1978	0.0
31802	27Oct1978	0.0
31803	28Oct1978	0.0
31804	29Oct1978	0.0
31805	30Oct1978	3.0
31806	31Oct1978	0.0
31807	01Nov1978	0.0
31808	02Nov1978	8.0
31809	03Nov1978	59.0
31810	04Nov1978	8.0
31811	05Nov1978	7.0
31812	06Nov1978	0.0
31813	07Nov1978	7.0
31814	08Nov1978	0.0
31815	09Nov1978	58.0
31816	10Nov1978	8.0
31817	11Nov1978	612.0
31818	12Nov1978	0.0
31819	13Nov1978	60.0
31820	14Nov1978	61.0
31821	15Nov1978	8.0
31822	16Nov1978	58.0
31823	17Nov1978	6.0
31824	18Nov1978	57.0
31825	19Nov1978	66.0
31826	20Nov1978	0.0
31827	21Nov1978	549.0
31828	22Nov1978	300.0
31829	23Nov1978	77.0
31830	24Nov1978	83.0
31831	25Nov1978	22.0
31832	26Nov1978	18.0
31833	27Nov1978	16.0
31834	28Nov1978	14.0
31835	29Nov1978	14.0
31836	30Nov1978	14.0
31837	01Dec1978	68.0
31838	02Dec1978	20.0
31839	03Dec1978	16.0
31840	04Dec1978	14.0
31841	05Dec1978	15.0
31842	06Dec1978	14.0
31843	07Dec1978	11.0
31844	08Dec1978	11.0
31845	09Dec1978	12.0
31846	10Dec1978	62.0
31847	11Dec1978	13.0
31848	12Dec1978	11.0
31849	13Dec1978	11.0
31850	14Dec1978	11.0
31851	15Dec1978	11.0
31852	16Dec1978	61.0
31853	17Dec1978	44.0
31854	18Dec1978	151.0
31855	19Dec1978	57.0
31856	20Dec1978	77.0
31857	21Dec1978	20.0
31858	22Dec1978	18.0
31859	23Dec1978	16.0
31860	24Dec1978	15.0
31861	25Dec1978	14.0
31862	26Dec1978	13.0
31863	27Dec1978	13.0
31864	28Dec1978	63.0
31865	29Dec1978	12.0
31866	30Dec1978	12.0
31867	31Dec1978	11.0
31868	01Jan1979	11.0
31869	02Jan1979	11.0
31870	03Jan1979	61.0
31871	04Jan1979	12.0
31872	05Jan1979	12.0
31873	06Jan1979	112.0
31874	07Jan1979	13.0
31875	08Jan1979	293.0
31876	09Jan1979	227.0
31877	10Jan1979	119.0
31878	11Jan1979	2203.0
31879	12Jan1979	467.0
31880	13Jan1979	195.0
31881	14Jan1979	621.0
31882	15Jan1979	1146.0
31883	16Jan1979	351.0
31884	17Jan1979	211.0
31885	18Jan1979	125.0
31886	19Jan1979	105.0
31887	20Jan1979	146.0
31888	21Jan1979	90.0
31889	22Jan1979	86.0
31890	23Jan1979	82.0
31891	24Jan1979	80.0
31892	25Jan1979	79.0
31893	26Jan1979	75.0
31894	27Jan1979	73.0
31895	28Jan1979	72.0
31896	29Jan1979	19.0
31897	30Jan1979	71.0
31898	31Jan1979	35.0
31899	01Feb1979	32.0
31900	02Feb1979	32.0
31901	03Feb1979	76.0
31902	04Feb1979	74.0
31903	05Feb1979	22.0
31904	06Feb1979	72.0
31905	07Feb1979	21.0
31906	08Feb1979	71.0
31907	09Feb1979	20.0
31908	10Feb1979	19.0
31909	11Feb1979	69.0
31910	12Feb1979	19.0
31911	13Feb1979	525.0
31912	14Feb1979	1302.0
31913	15Feb1979	309.0
31914	16Feb1979	841.0
31915	17Feb1979	216.0
31916	18Feb1979	862.0
31917	19Feb1979	830.0
